team_a,team_b,matches_2006_2026,team_a_wins,draws,team_b_wins,goals_a,goals_b,first_match,last_match,source_dataset,source_url
Bosnia and Herzegovina,Portugal,6,0,1,5,2,16,2009-11-14,2023-10-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Qatar,1,0,1,0,1,1,2010-08-10,2010-08-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Saudi Arabia,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Scotland,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Senegal,1,0,1,0,0,0,2018-03-27,2018-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,South Africa,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,South Korea,1,1,0,0,3,1,2018-06-01,2018-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Spain,4,0,0,4,3,10,2008-09-06,2018-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Sweden,1,0,0,1,2,4,2010-05-29,2010-05-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Switzerland,1,1,0,0,2,0,2016-03-29,2016-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Tunisia,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Turkey,5,1,2,2,5,6,2007-06-02,2018-10-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,United States,3,0,1,2,3,5,2013-08-14,2021-12-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Uruguay,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Uzbekistan,1,0,1,0,0,0,2009-06-01,2009-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Canada,1,1,0,0,3,2,2008-05-31,2008-05-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Cape Verde,0,0,0,0,0,0,,,,
Brazil,Colombia,16,7,7,2,17,12,2007-10-14,2025-03-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Croatia,5,4,1,0,10,3,2006-06-13,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Curacao,0,0,0,0,0,0,,,,
Brazil,Czech Republic,1,1,0,0,3,1,2019-03-26,2019-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,DR Congo,0,0,0,0,0,0,,,,
Brazil,Ecuador,13,8,5,0,23,6,2006-10-10,2025-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Egypt,2,2,0,0,6,3,2009-06-15,2011-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,England,6,2,3,1,6,5,2007-06-01,2024-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,France,5,2,0,3,7,5,2006-07-01,2026-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Germany,3,1,0,2,4,10,2011-08-10,2018-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Ghana,4,4,0,0,8,0,2006-06-27,2022-09-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Haiti,1,1,0,0,7,1,2016-06-08,2016-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Iran,1,1,0,0,3,0,2010-10-07,2010-10-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Iraq,1,1,0,0,6,0,2012-10-11,2012-10-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Ivory Coast,1,1,0,0,3,1,2010-06-20,2010-06-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Japan,7,6,0,1,21,5,2006-06-22,2025-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Jordan,0,0,0,0,0,0,,,,
Brazil,Mexico,9,6,1,2,14,8,2007-06-27,2024-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Morocco,1,0,0,1,1,2,2023-03-25,2023-03-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Netherlands,3,0,1,2,1,5,2010-07-02,2014-07-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,New Zealand,1,1,0,0,4,0,2006-06-04,2006-06-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Norway,1,0,1,0,1,1,2006-08-16,2006-08-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Panama,2,1,1,0,5,1,2014-06-03,2019-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Paraguay,13,6,5,2,21,10,2008-06-15,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Portugal,4,2,1,1,9,5,2007-02-06,2013-09-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Qatar,1,1,0,0,2,0,2019-06-05,2019-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Saudi Arabia,1,1,0,0,2,0,2018-10-12,2018-10-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Scotland,1,1,0,0,2,0,2011-03-27,2011-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Senegal,3,1,1,1,5,5,2019-10-10,2025-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,South Africa,3,3,0,0,7,0,2009-06-25,2014-03-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,South Korea,5,5,0,0,19,2,2013-10-12,2025-10-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Spain,2,1,1,0,6,3,2013-06-30,2024-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Sweden,2,2,0,0,4,0,2008-03-26,2012-08-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Switzerland,4,2,1,1,4,3,2006-11-15,2022-11-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Tunisia,2,1,1,0,6,2,2022-09-27,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Turkey,2,1,1,0,4,0,2007-06-05,2014-11-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,United States,8,7,1,0,23,7,2007-09-09,2024-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Uruguay,12,7,4,1,24,11,2007-07-10,2024-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Brazil,Uzbekistan,0,0,0,0,0,0,,,,
Canada,Cape Verde,0,0,0,0,0,0,,,,
Canada,Colombia,1,0,1,0,0,0,2025-10-14,2025-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Croatia,1,0,0,1,1,4,2022-11-27,2022-11-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Curacao,0,0,0,0,0,0,,,,
Canada,Czech Republic,1,0,0,1,0,2,2013-11-15,2013-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,DR Congo,0,0,0,0,0,0,,,,
Canada,Ecuador,2,0,2,0,2,2,2011-06-01,2025-11-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Egypt,0,0,0,0,0,0,,,,
Canada,England,0,0,0,0,0,0,,,,
Canada,France,1,0,1,0,0,0,2024-06-09,2024-06-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Germany,0,0,0,0,0,0,,,,
Canada,Ghana,0,0,0,0,0,0,,,,
Canada,Haiti,5,4,0,1,12,4,2007-06-11,2021-07-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Iran,0,0,0,0,0,0,,,,
Canada,Iraq,0,0,0,0,0,0,,,,
Canada,Ivory Coast,1,0,1,0,0,0,2025-06-10,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Japan,3,1,0,2,4,7,2013-03-22,2023-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Jordan,0,0,0,0,0,0,,,,
Canada,Mexico,11,1,3,7,8,20,2008-09-10,2025-03-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Morocco,2,0,0,2,1,6,2016-10-11,2022-12-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Netherlands,1,0,0,1,0,4,2024-06-06,2024-06-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,New Zealand,1,1,0,0,1,0,2018-03-24,2018-03-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Norway,0,0,0,0,0,0,,,,
Canada,Panama,10,4,4,2,12,8,2008-06-04,2024-10-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Paraguay,0,0,0,0,0,0,,,,
Canada,Portugal,0,0,0,0,0,0,,,,
Canada,Qatar,1,1,0,0,2,0,2022-09-23,2022-09-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Saudi Arabia,0,0,0,0,0,0,,,,
Canada,Scotland,1,0,1,0,1,1,2017-03-22,2017-03-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Senegal,0,0,0,0,0,0,,,,
Canada,South Africa,1,0,0,1,0,2,2007-11-20,2007-11-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,South Korea,1,0,0,1,0,2,2016-11-11,2016-11-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Spain,0,0,0,0,0,0,,,,
Canada,Sweden,0,0,0,0,0,0,,,,
Canada,Switzerland,0,0,0,0,0,0,,,,
Canada,Tunisia,1,0,1,0,0,0,2026-03-31,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Turkey,0,0,0,0,0,0,,,,
Canada,United States,13,4,4,5,13,16,2007-06-21,2025-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Uruguay,2,0,1,1,2,4,2022-09-27,2024-07-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Canada,Uzbekistan,1,1,0,0,2,1,2016-06-07,2016-06-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Colombia,0,0,0,0,0,0,,,,
Cape Verde,Croatia,0,0,0,0,0,0,,,,
Cape Verde,Curacao,0,0,0,0,0,0,,,,
Cape Verde,Czech Republic,0,0,0,0,0,0,,,,
Cape Verde,DR Congo,1,0,1,0,0,0,2015-01-22,2015-01-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Ecuador,1,0,0,1,0,1,2022-06-11,2022-06-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Egypt,4,0,3,1,4,7,2024-01-22,2025-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,England,0,0,0,0,0,0,,,,
Cape Verde,France,0,0,0,0,0,0,,,,
Cape Verde,Germany,0,0,0,0,0,0,,,,
Cape Verde,Ghana,3,1,0,2,2,4,2012-11-14,2024-01-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Haiti,0,0,0,0,0,0,,,,
Cape Verde,Iran,1,0,1,0,0,0,2025-11-13,2025-11-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Iraq,0,0,0,0,0,0,,,,
Cape Verde,Ivory Coast,0,0,0,0,0,0,,,,
Cape Verde,Japan,0,0,0,0,0,0,,,,
Cape Verde,Jordan,0,0,0,0,0,0,,,,
Cape Verde,Mexico,0,0,0,0,0,0,,,,
Cape Verde,Morocco,4,0,2,2,1,4,2013-01-23,2023-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Netherlands,0,0,0,0,0,0,,,,
Cape Verde,New Zealand,0,0,0,0,0,0,,,,
Cape Verde,Norway,0,0,0,0,0,0,,,,
Cape Verde,Panama,0,0,0,0,0,0,,,,
Cape Verde,Paraguay,0,0,0,0,0,0,,,,
Cape Verde,Portugal,2,1,1,0,2,0,2010-05-24,2015-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Qatar,0,0,0,0,0,0,,,,
Cape Verde,Saudi Arabia,0,0,0,0,0,0,,,,
Cape Verde,Scotland,0,0,0,0,0,0,,,,
Cape Verde,Senegal,5,0,0,5,0,9,2010-08-11,2022-01-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,South Africa,4,2,2,0,4,2,2013-01-19,2024-02-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,South Korea,0,0,0,0,0,0,,,,
Cape Verde,Spain,0,0,0,0,0,0,,,,
Cape Verde,Sweden,0,0,0,0,0,0,,,,
Cape Verde,Switzerland,0,0,0,0,0,0,,,,
Cape Verde,Tunisia,4,0,1,3,2,8,2012-06-09,2024-01-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Cape Verde,Turkey,0,0,0,0,0,0,,,,
Cape Verde,United States,0,0,0,0,0,0,,,,
Cape Verde,Uruguay,0,0,0,0,0,0,,,,
Cape Verde,Uzbekistan,0,0,0,0,0,0,,,,
Colombia,Croatia,1,0,0,1,1,2,2026-03-26,2026-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Curacao,0,0,0,0,0,0,,,,
Colombia,Czech Republic,0,0,0,0,0,0,,,,
Colombia,DR Congo,0,0,0,0,0,0,,,,
Colombia,Ecuador,16,9,3,4,17,11,2007-06-23,2024-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Egypt,1,0,1,0,0,0,2018-06-01,2018-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,England,1,0,1,0,1,1,2018-07-03,2018-07-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,France,3,1,0,2,4,6,2008-06-03,2026-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Germany,2,1,0,1,2,3,2006-06-02,2023-06-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Ghana,0,0,0,0,0,0,,,,
Colombia,Haiti,1,1,0,0,2,0,2009-02-11,2009-02-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Iran,0,0,0,0,0,0,,,,
Colombia,Iraq,1,1,0,0,1,0,2023-06-16,2023-06-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Ivory Coast,1,1,0,0,2,1,2014-06-19,2014-06-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Japan,5,3,1,1,8,4,2007-06-05,2023-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Jordan,1,1,0,0,3,0,2014-06-06,2014-06-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Mexico,7,6,0,1,15,6,2007-08-22,2025-10-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Morocco,1,1,0,0,2,0,2006-06-04,2006-06-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Netherlands,1,0,1,0,0,0,2013-11-19,2013-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,New Zealand,1,1,0,0,2,1,2025-11-15,2025-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Norway,0,0,0,0,0,0,,,,
Colombia,Panama,3,3,0,0,12,0,2007-05-09,2024-07-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Paraguay,17,11,3,3,22,14,2007-03-28,2025-03-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Portugal,0,0,0,0,0,0,,,,
Colombia,Qatar,1,1,0,0,1,0,2019-06-19,2019-06-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Saudi Arabia,1,1,0,0,1,0,2022-06-05,2022-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Scotland,0,0,0,0,0,0,,,,
Colombia,Senegal,3,2,1,0,5,2,2011-06-25,2018-06-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,South Africa,1,0,0,1,1,2,2010-05-27,2010-05-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,South Korea,3,0,1,2,4,6,2017-11-10,2023-03-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Spain,3,1,1,1,3,3,2011-02-09,2024-03-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Sweden,0,0,0,0,0,0,,,,
Colombia,Switzerland,1,1,0,0,3,1,2007-03-25,2007-03-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Tunisia,1,0,1,0,1,1,2014-03-05,2014-03-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Turkey,0,0,0,0,0,0,,,,
Colombia,United States,8,6,2,0,15,4,2007-07-05,2024-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Uruguay,15,3,5,7,17,24,2007-02-07,2024-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Colombia,Uzbekistan,0,0,0,0,0,0,,,,
Croatia,Curacao,0,0,0,0,0,0,,,,
Croatia,Czech Republic,5,2,3,0,12,6,2011-02-09,2025-10-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,DR Congo,0,0,0,0,0,0,,,,
Croatia,Ecuador,0,0,0,0,0,0,,,,
Croatia,Egypt,1,1,0,0,4,2,2024-03-26,2024-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,England,8,3,1,4,10,15,2006-10-11,2021-06-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,France,8,2,2,4,9,13,2011-03-29,2025-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Germany,1,1,0,0,2,1,2008-06-12,2008-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Ghana,0,0,0,0,0,0,,,,
Croatia,Haiti,0,0,0,0,0,0,,,,
Croatia,Iran,1,0,1,0,2,2,2006-05-28,2006-05-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Iraq,0,0,0,0,0,0,,,,
Croatia,Ivory Coast,0,0,0,0,0,0,,,,
Croatia,Japan,2,0,2,0,1,1,2006-06-18,2022-12-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Jordan,1,1,0,0,2,1,2018-10-15,2018-10-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Mexico,3,2,0,1,4,4,2014-06-23,2018-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Morocco,2,1,1,0,2,1,2022-11-23,2022-12-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Netherlands,2,1,0,1,4,5,2008-02-06,2023-06-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,New Zealand,0,0,0,0,0,0,,,,
Croatia,Norway,5,3,1,1,10,6,2007-02-07,2015-09-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Panama,0,0,0,0,0,0,,,,
Croatia,Paraguay,0,0,0,0,0,0,,,,
Croatia,Portugal,8,1,2,5,8,14,2013-06-10,2024-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Qatar,1,1,0,0,3,2,2009-10-08,2009-10-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Saudi Arabia,1,1,0,0,1,0,2022-11-16,2022-11-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Scotland,6,2,1,3,6,7,2008-03-26,2024-11-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Senegal,1,1,0,0,2,1,2018-06-08,2018-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,South Africa,0,0,0,0,0,0,,,,
Croatia,South Korea,2,2,0,0,6,1,2013-02-06,2013-09-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Spain,8,2,1,5,9,20,2006-06-07,2024-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Sweden,3,1,0,2,4,6,2012-02-29,2020-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Switzerland,3,1,1,1,6,7,2012-08-15,2020-10-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Tunisia,2,0,1,1,1,2,2019-06-11,2024-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,Turkey,9,3,4,2,11,7,2008-06-20,2023-10-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Croatia,United States,0,0,0,0,0,0,,,,
Croatia,Uruguay,0,0,0,0,0,0,,,,
Croatia,Uzbekistan,0,0,0,0,0,0,,,,
Curacao,Czech Republic,0,0,0,0,0,0,,,,
Curacao,DR Congo,0,0,0,0,0,0,,,,
Curacao,Ecuador,0,0,0,0,0,0,,,,
Curacao,Egypt,0,0,0,0,0,0,,,,
Curacao,England,0,0,0,0,0,0,,,,
Curacao,France,0,0,0,0,0,0,,,,
Curacao,Germany,0,0,0,0,0,0,,,,
Curacao,Ghana,0,0,0,0,0,0,,,,
Curacao,Haiti,0,0,0,0,0,0,,,,
Curacao,Iran,0,0,0,0,0,0,,,,
Curacao,Iraq,0,0,0,0,0,0,,,,
Curacao,Ivory Coast,0,0,0,0,0,0,,,,
Curacao,Japan,0,0,0,0,0,0,,,,
Curacao,Jordan,0,0,0,0,0,0,,,,
Curacao,Mexico,0,0,0,0,0,0,,,,
Curacao,Morocco,0,0,0,0,0,0,,,,
Curacao,Netherlands,0,0,0,0,0,0,,,,
Curacao,New Zealand,0,0,0,0,0,0,,,,
Curacao,Norway,0,0,0,0,0,0,,,,
Curacao,Panama,0,0,0,0,0,0,,,,
Curacao,Paraguay,0,0,0,0,0,0,,,,
Curacao,Portugal,0,0,0,0,0,0,,,,
Curacao,Qatar,0,0,0,0,0,0,,,,
Curacao,Saudi Arabia,0,0,0,0,0,0,,,,
Curacao,Scotland,0,0,0,0,0,0,,,,
Curacao,Senegal,0,0,0,0,0,0,,,,
Curacao,South Africa,0,0,0,0,0,0,,,,
Curacao,South Korea,0,0,0,0,0,0,,,,
Curacao,Spain,0,0,0,0,0,0,,,,
Curacao,Sweden,0,0,0,0,0,0,,,,
Curacao,Switzerland,0,0,0,0,0,0,,,,
Curacao,Tunisia,0,0,0,0,0,0,,,,
Curacao,Turkey,0,0,0,0,0,0,,,,
Curacao,United States,0,0,0,0,0,0,,,,
Curacao,Uruguay,0,0,0,0,0,0,,,,
Curacao,Uzbekistan,0,0,0,0,0,0,,,,
Czech Republic,DR Congo,0,0,0,0,0,0,,,,
Czech Republic,Ecuador,0,0,0,0,0,0,,,,
Czech Republic,Egypt,0,0,0,0,0,0,,,,
Czech Republic,England,4,1,1,2,4,9,2008-08-20,2021-06-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,France,0,0,0,0,0,0,,,,
Czech Republic,Germany,5,1,0,4,5,8,2007-03-24,2020-11-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Ghana,1,0,0,1,0,2,2006-06-17,2006-06-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Haiti,0,0,0,0,0,0,,,,
Czech Republic,Iran,0,0,0,0,0,0,,,,
Czech Republic,Iraq,0,0,0,0,0,0,,,,
Czech Republic,Ivory Coast,0,0,0,0,0,0,,,,
Czech Republic,Japan,1,0,1,0,0,0,2011-06-07,2011-06-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Jordan,0,0,0,0,0,0,,,,
Czech Republic,Mexico,0,0,0,0,0,0,,,,
Czech Republic,Morocco,1,0,1,0,0,0,2009-02-11,2009-02-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Netherlands,3,3,0,0,7,3,2014-09-09,2021-06-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,New Zealand,0,0,0,0,0,0,,,,
Czech Republic,Norway,5,2,2,1,7,8,2011-08-10,2024-03-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Panama,0,0,0,0,0,0,,,,
Czech Republic,Paraguay,0,0,0,0,0,0,,,,
Czech Republic,Portugal,5,0,0,5,2,12,2008-06-11,2024-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Qatar,1,1,0,0,1,0,2017-11-11,2017-11-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Saudi Arabia,1,0,1,0,1,1,2025-09-08,2025-09-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Scotland,8,3,1,4,9,8,2008-05-30,2021-06-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Senegal,0,0,0,0,0,0,,,,
Czech Republic,South Africa,0,0,0,0,0,0,,,,
Czech Republic,South Korea,1,0,0,1,1,2,2016-06-05,2016-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Spain,5,0,1,4,3,9,2011-03-25,2022-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Czech Republic,Sweden,2,0,1,1,1,2,2016-03-29,2022-03-24,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
